Country,ShortName,Jersey,Position,PLAYER,Name,LastName,NameOnShirt,BirhtDate,CLUB,ClubCountry,HEIGHT,Apperances,GOALS
Argentina,ARG,1,GK,ARMANI Franco,Franco,ARMANI,ARMANI,1986-10-16,CA River Plate,ARG,189,18,0
Argentina,ARG,2,DF,FOYTH Juan,Juan Marcos,FOYTH,FOYTH,1998-12-01,Villarreal CF,ESP,188,16,0
Argentina,ARG,3,DF,TAGLIAFICO Nicolas,Nicolás Alejandro,TAGLIAFICO,TAGLIAFICO,1992-08-31,Olympique Lyon,FRA,172,42,0
Argentina,ARG,4,DF,MONTIEL Gonzalo,Gonzalo Ariel,MONTIEL,MONTIEL,1997-01-01,Sevilla FC,ESP,175,18,0
Argentina,ARG,5,MF,PAREDES Leandro,Leandro Daniel,PAREDES,PAREDES,1994-06-29,Juventus FC,ITA,182,46,4
Argentina,ARG,6,DF,PEZZELLA German,Germán Alejo,PEZZELLA,PEZZELLA,1991-06-27,Real Betis,ESP,190,32,2
Argentina,ARG,7,MF,DE PAUL Rodrigo,Rodrigo Javier,DE PAUL,DE PAUL,1994-05-24,CA Atlético Madrid,ESP,180,44,2
Argentina,ARG,8,MF,ACUNA Marcos,Marcos Javier,ACUÑA,ACUÑA,1991-10-28,Sevilla FC,ESP,172,43,0
Argentina,ARG,9,FW,ALVAREZ Julian,Julian,ALVAREZ,J. ALVAREZ,2000-01-31,Manchester City FC,ENG,170,12,3
Argentina,ARG,10,FW,MESSI Lionel,Lionel Andres,MESSI,MESSI,1987-06-24,Paris Saint-Germain FC,FRA,170,165,91
Argentina,ARG,11,FW,DI MARIA Angel,Angel Fabian,DI MARIA,DI MARIA,1988-02-14,Juventus FC,ITA,178,124,27
Argentina,ARG,12,GK,RULLI Geronimo,Geronimo,RULLI,RULLI,1992-05-20,Villarreal CF,ESP,189,4,0
Argentina,ARG,13,DF,ROMERO Cristian,Cristian Gabriel,ROMERO,ROMERO,1998-04-27,Tottenham Hotspur FC,ENG,185,12,1
Argentina,ARG,14,MF,PALACIOS Exequiel,Exequiel Alejandro,PALACIOS,PALACIOS,1998-05-10,Bayer 04 Leverkusen,GER,177,20,0
Argentina,ARG,15,FW,CORREA Angel,Angel Martin,CORREA,A. CORREA,1995-09-03,CA Atlético Madrid,ESP,174,22,3
Argentina,ARG,16,MF,ALMADA Thiago,Thiago Ezequiel,ALMADA,ALMADA,2001-04-26,Atlanta United FC,USA,171,1,0
Argentina,ARG,17,MF,GOMEZ Alejandro,Alejandro Dario,GÓMEZ,GÓMEZ,1988-02-15,Sevilla FC,ESP,167,15,3
Argentina,ARG,18,MF,RODRIGUEZ Guido,Guido,RODRIGUEZ,G. RODRIGUEZ,1994-12-04,Real Betis,ESP,186,26,1
Argentina,ARG,19,DF,OTAMENDI Nicolas,Nicolas Hernan Gonzalo,OTAMENDI,OTAMENDI,1988-12-02,SL Benfica,POR,183,93,4
Argentina,ARG,20,MF,MAC ALLISTER Alexis,Alexis,MAC ALLISTER,MAC ALLISTER,1998-12-24,Brighton & Hove Albion FC,ENG,176,8,0
Argentina,ARG,21,FW,DYBALA Paulo,Paulo Exequiel,DYBALA,DYBALA,1993-11-15,AS Roma,ITA,177,34,3
Argentina,ARG,22,FW,MARTINEZ Lautaro,Lautaro Javier,MARTÍNEZ,L. MARTÍNEZ,1997-08-22,FC Internazionale,ITA,175,40,21
Argentina,ARG,23,GK,MARTINEZ Emiliano,Damián Emiliano,MARTÍNEZ,E. MARTÍNEZ,1992-02-09,Aston Villa FC,ENG,195,19,0
Argentina,ARG,24,MF,FERNANDEZ Enzo,Enzo JeremÃ­as,FERNÁNDEZ,E. FERNÁNDEZ,2001-01-17,SL Benfica,POR,178,3,0
Argentina,ARG,25,DF,MARTINEZ Lisandro,Lisandro,MARTÍNEZ,MARTÍNEZ,1998-01-18,Manchester United FC,ENG,175,10,0
Argentina,ARG,26,DF,MOLINA Nahuel,Nahuel,MOLINA LUCERO,MOLINA,1998-06-04,CA Atlético Madrid,ESP,178,20,0
Australia,AUS,1,GK,RYAN Mathew,Mathew David,RYAN,RYAN,1992-08-04,FC KÃ¸benhavn,DEN,184,75,0
Australia,AUS,2,DF,DEGENEK Milos,Milos,DEGENEK,DEGENEK,1994-04-28,Columbus Crew SC,USA,187,38,1
Australia,AUS,3,DF,ATKINSON Nathaniel,Nathaniel Caleb,ATKINSON,ATKINSON,1999-06-13,Heart Of Midlothian FC,SCO,181,5,0
Australia,AUS,4,DF,ROWLES Kye,Kye Francis,ROWLES,ROWLES,1998-06-24,Heart Of Midlothian FC,SCO,185,3,0
Australia,AUS,5,DF,KARACIC Fran,Fran,KARACIC,KARACIC,1996-12-05,Brescia Calcio,ITA,181,11,1
Australia,AUS,6,FW,TILIO Marco,Marco,TILIO,TILIO,2001-08-23,Melbourne City FC,AUS,170,5,0
Australia,AUS,7,FW,LECKIE Mathew,Mathew Allan,LECKIE,LECKIE,1991-04-02,Melbourne City FC,AUS,181,73,13
Australia,AUS,8,DF,WRIGHT Bailey,Bailey Colin,WRIGHT,WRIGHT,1992-07-28,Sunderland AFC,ENG,184,27,2
Australia,AUS,9,FW,MacLAREN Jamie,Jamie,MACLAREN,MACLAREN,1993-07-29,Melbourne City FC,AUS,179,26,8
Australia,AUS,10,MF,HRUSTIC Ajdin,Ajdin,HRUSTIC,HRUSTIC,1996-05-07,Hellas Verona FC,ITA,180,20,3
Australia,AUS,11,FW,MABIL Awer,Awer Bul,MABIL,MABIL,1995-09-15,Cádiz CF,ESP,179,29,8
Australia,AUS,12,GK,REDMAYNE Andrew,Andrew James,REDMAYNE,REDMAYNE,1989-01-13,Sydney FC,AUS,194,4,0
Australia,AUS,13,MF,MOOY Aaron,Aaron Frank,MOOY,MOOY,1990-09-15,Celtic FC,SCO,174,53,7
Australia,AUS,14,MF,McGREE Riley,Riley Patrick,MCGREE,MCGREE,1998-02-11,Middlesbrough FC,ENG,178,11,1
Australia,AUS,15,FW,DUKE Mitchell,Mitchell Thomas,DUKE,DUKE,1991-01-18,Fagiano Okayama,JPN,182,21,8
Australia,AUS,16,DF,BEHICH Aziz,Aziz,BEHICH,BEHICH,1990-12-16,Dundee United FC,SCO,170,53,2
Australia,AUS,17,MF,DEVLIN Cameron,Cameron Peter,DEVLIN,DEVLIN,1998-07-06,Heart Of Midlothian FC,SCO,171,1,0
Australia,AUS,18,GK,VUKOVIC Danny,Daniel,VUKOVIC,VUKOVIC,1985-03-27,Central Coast Mariners FC,AUS,187,4,0
Australia,AUS,19,DF,SOUTTAR Harry,Harry James,SOUTTAR,SOUTTAR,1998-10-22,Stoke City FC,ENG,198,10,6
Australia,AUS,20,DF,DENG Thomas,Thomas Jok,DENG,DENG,1997-03-20,Albirex Niigata,JPN,178,2,0
Australia,AUS,21,FW,KUOL Garang,Garang,MAWIEN KUOL,KUOL,2004-09-15,Central Coast Mariners FC,AUS,175,1,0
Australia,AUS,22,MF,IRVINE Jackson,Jackson Alexander,IRVINE,IRVINE,1993-07-03,FC St. Pauli,GER,189,49,7
Australia,AUS,23,FW,GOODWIN Craig,Craig Alexander,GOODWIN,GOODWIN,1991-12-16,Adelaide United FC,AUS,183,10,1
Australia,AUS,24,DF,KING Joel,Joel Bruce,KING,KING,2000-10-30,Odense BK,DEN,179,4,0
Australia,AUS,25,FW,CUMMINGS Jason,Jason Steven,CUMMINGS,CUMMINGS,1995-01-08,Central Coast Mariners FC,AUS,178,1,1
Australia,AUS,26,MF,BACCUS Keanu,Keanu Kole,BACCUS,BACCUS,1998-07-06,St Mirren FC,SCO,178,1,0
Belgium,BEL,1,GK,COURTOIS Thibaut,Thibaut Nicolas M.,COURTOIS,COURTOIS,1992-11-05,Real Madrid CF,ESP,199,97,0
Belgium,BEL,2,DF,ALDERWEIRELD Toby,Toby Albertine M.,ALDERWEIRELD,ALDERWEIRELD,1989-02-03,Royal Antwerp FC,BEL,186,124,5
Belgium,BEL,3,DF,THEATE Arthur,Arthur Nicolas R.,THEATE,THEATE,2000-05-25,Stade Rennais FC,FRA,185,4,0
Belgium,BEL,4,DF,FAES Wout,Wout Felix L.,FAES,FAES,1998-03-04,Leicester City FC,ENG,187,1,0
Belgium,BEL,5,DF,VERTONGHEN Jan,Jan Bert L.,VERTONGHEN,VERTONGHEN,1987-04-24,RSC Anderlecht,BEL,189,142,9
Belgium,BEL,6,MF,WITSEL Axel,Axel Laurent A.,WITSEL,WITSEL,1989-12-01,CA Atlético Madrid,ESP,186,127,12
Belgium,BEL,7,MF,DE BRUYNE Kevin,Kevin,DE BRUYNE,DE BRUYNE,1991-06-28,Manchester City FC,ENG,181,94,25
Belgium,BEL,8,MF,TIELEMANS Youri,Youri Marion A.,TIELEMANS,TIELEMANS,1997-07-05,Leicester City FC,ENG,176,55,5
Belgium,BEL,9,FW,LUKAKU Romelu,Romelu,LUKAKU BOLINGOLI,R. LUKAKU,1993-05-13,FC Internazionale,ITA,190,102,68
Belgium,BEL,10,FW,HAZARD Eden,Eden Michael W.,HAZARD,E. HAZARD,1991-07-01,Real Madrid CF,ESP,173,123,33
Belgium,BEL,11,FW,CARRASCO Yannick,Yannick,FERREIRA CARRASCO,CARRASCO,1993-04-09,CA Atlético Madrid,ESP,180,60,8
Belgium,BEL,12,GK,MIGNOLET Simon,Simon Luc M.,MIGNOLET,MIGNOLET,1988-06-03,Club Brugge,BEL,193,35,0
Belgium,BEL,13,GK,CASTEELS Koen,Koen,CASTEELS,CASTEELS,1992-06-25,VfL Wolfsburg,GER,197,4,0
Belgium,BEL,14,FW,MERTENS Dries,Dries,MERTENS,MERTENS,1987-06-05,Galatasaray SK,TUR,169,107,21
Belgium,BEL,15,MF,MEUNIER Thomas,Thomas Andre A.,MEUNIER,MEUNIER,1991-12-09,Borussia Dortmund,GER,190,59,8
Belgium,BEL,16,MF,HAZARD Thorgan,Thorgan Ganael F.,HAZARD,T. HAZARD,1993-03-29,Borussia Dortmund,GER,174,45,9
Belgium,BEL,17,FW,TROSSARD Leandro,Leandro,TROSSARD,TROSSARD,1994-04-12,Brighton & Hove Albion FC,ENG,172,21,5
Belgium,BEL,18,MF,ONANA Amadou,Amadou Ba Z.,MVOM ONANA,ONANA,2001-08-16,Everton FC,ENG,192,2,0
Belgium,BEL,19,DF,DENDONCKER Leander,Leander,DENDONCKER,DENDONCKER,1995-04-15,Aston Villa FC,ENG,188,29,1
Belgium,BEL,20,MF,VANAKEN Hans,Hans,VANAKEN,VANAKEN,1992-08-24,Club Brugge,BEL,195,23,5
Belgium,BEL,21,MF,CASTAGNE Timothy,Timothy,CASTAGNE,CASTAGNE,1995-05-12,Leicester City FC,ENG,185,26,2
Belgium,BEL,22,FW,DE KETELAERE Charles,Charles Marc S.,DE KETELAERE,DE KETELAERE,2001-10-03,AC Milan,ITA,192,10,1
Belgium,BEL,23,FW,BATSHUAYI Michy,Michy,BATSHUAYI-ATUNGA,BATSHUAYI,1993-02-10,Fenerbahce SK,TUR,185,48,26
Belgium,BEL,24,FW,OPENDA Lois,Ikoma-LoÃ¯s,OPENDA,OPENDA,2000-02-16,RC Lens,FRA,175,5,2
Belgium,BEL,25,FW,DOKU Jeremy,Jeremy Baffour,DOKU,DOKU,2002-05-27,Stade Rennais FC,FRA,173,11,2
Belgium,BEL,26,DF,DEBAST Zeno,Zeno Koen,DEBAST,DEBAST,2003-10-24,RSC Anderlecht,BEL,189,3,0
Brazil,BRA,1,GK,ALISSON,Álisson Ramsés,BECKER,A. BECKER,1992-02-10,Liverpool FC,ENG,193,57,0
Brazil,BRA,2,DF,DANILO,Danilo Luiz,DA SILVA,DANILO,1991-07-15,Juventus FC,ITA,184,46,1
Brazil,BRA,3,DF,THIAGO SILVA,Thiago,EMILIANO DA SILVA,T. SILVA,1984-09-22,Chelsea FC,ENG,183,109,7
Brazil,BRA,4,DF,MARQUINHOS,Marcos,AOAS CORREA,MARQUINHOS,1994-05-14,Paris Saint-Germain FC,FRA,183,71,5
Brazil,BRA,5,MF,CASEMIRO,Carlos Henrique,CASIMIRO,CASEMIRO,1992-02-23,Manchester United FC,ENG,185,65,5
Brazil,BRA,6,DF,ALEX SANDRO,Alex Sandro,LOBO SILVA,ALEX SANDRO,1991-01-26,Juventus FC,ITA,180,37,2
Brazil,BRA,7,MF,LUCAS PAQUETA,Lucas,TOLENTINO COELHO DE LIMA,L. PAQUETÁ,1997-08-27,West Ham United FC,ENG,180,35,7
Brazil,BRA,8,MF,FRED,Frederico,RODRIGUES DE PAULA SANTOS,FRED,1993-05-03,Manchester United FC,ENG,169,28,0
Brazil,BRA,9,FW,RICHARLISON,Richarlison,DE ANDRADE,RICHARLISON,1997-10-05,Tottenham Hotspur FC,ENG,184,38,17
Brazil,BRA,10,FW,NEYMAR,Neymar,DA SILVA SANTOS JUNIOR,NEYMAR JR,1992-05-02,Paris Saint-Germain FC,FRA,175,121,75
Brazil,BRA,11,FW,RAPHINHA,Raphael,DIAS BELLOLI,RAPHINHA,1996-12-14,FC Barcelona,ESP,176,11,5
Brazil,BRA,12,GK,WEVERTON,Weverton,PEREIRA DA SILVA,WEVERTON,1987-12-13,SE Palmeiras,BRA,189,8,0
Brazil,BRA,13,DF,DANI ALVES,Daniel,ALVES DA SILVA,DANI ALVES,1983-06-05,Pumas UNAM,MEX,172,124,8
Brazil,BRA,14,DF,EDER MILITAO,Éder Gabriel,MILITÃO,E. MILITÃO,1998-01-18,Real Madrid CF,ESP,186,23,1
Brazil,BRA,15,MF,FABINHO,Fabio Henrique,TAVARES,FABINHO,1993-10-23,Liverpool FC,ENG,188,28,0
Brazil,BRA,16,DF,ALEX TELLES,Alex,NICOLAO TELLES,ALEX TELLES,1992-12-15,Sevilla FC,ESP,181,8,0
Brazil,BRA,17,MF,BRUNO GUIMARAES,Bruno,GUIMARÃES RODRIGUEZ MOURA,BRUNO G.,1997-11-16,Newcastle United FC,ENG,182,8,1
Brazil,BRA,18,FW,GABRIEL JESUS,Gabriel Fernando,DE JESUS,G. JESUS,1997-03-04,Arsenal FC,ENG,175,56,19
Brazil,BRA,19,FW,ANTONY,Antony Matheus,DOS SANTOS,ANTONY,2000-02-24,Manchester United FC,ENG,172,11,2
Brazil,BRA,20,FW,VINICIUS JUNIOR,Vinicius José,PAIXÃO DE OLIVEIRA JÚNIOR,VINI JR,2000-12-07,Real Madrid CF,ESP,176,16,1
Brazil,BRA,21,FW,RODRYGO,Rodrygo,SILVA DE GOES,RODRYGO,2001-09-01,Real Madrid CF,ESP,174,7,1
Brazil,BRA,22,MF,EVERTON RIBEIRO,Everton Augusto,DE BARROS RIBEIRO,E. RIBEIRO,1989-10-04,CR Flamengo,BRA,174,21,3
Brazil,BRA,23,GK,EDERSON,Ederson,SANTANA DE MORAES,EDERSON,1993-08-17,Manchester City FC,ENG,188,18,0
Brazil,BRA,24,DF,BREMER,Gleison Bremer,SILVA NASCIMENTO,BREMER,1997-03-18,Juventus FC,ITA,188,1,0
Brazil,BRA,25,FW,PEDRO,Pedro Guilherme,ABREU DOS SANTOS,PEDRO,1997-06-20,CR Flamengo,BRA,185,2,1
Brazil,BRA,26,FW,GABRIEL MARTINELLI,Gabriel,TEODORO MARTINELLI SILVA,MARTINELLI,2001-06-18,Arsenal FC,ENG,178,3,0
Cameroon,CMR,1,GK,NGAPANDOUETNBU Simon,Simon Brady,NGAPANDOUETNBU,N. SIMON,2003-12-04,Olympique Marseille,FRA,186,0,0
Cameroon,CMR,2,DF,NGOM MBEKELI Jerome,Jerome,NGOM MBEKELI,NGOM,1998-09-30,Colombe Sportive,CMR,174,2,0
Cameroon,CMR,3,DF,NKOULOU Nicolas,Nicolas Julio,NKOULOU NDOUBENA,NKOULOU,1990-03-27,Aris Thessaloniki FC,GRE,185,78,2
Cameroon,CMR,4,DF,WOOH Christopher,Christopher Maurice,WOOH,C. WOOH,2001-09-18,Stade Rennais FC,FRA,191,3,0
Cameroon,CMR,5,MF,ONDOUA Gael,Gael,BELLA ONDOUA,ONDOUA,1995-04-11,Hannover 96,GER,185,4,0
Cameroon,CMR,6,FW,MOUMI NGAMALEU Nicolas,Nicolas Brice,MOUMI NGAMALEU,NGAMALEU,1994-09-07,FC Dynamo Moscow,RUS,181,42,4
Cameroon,CMR,7,MF,NKOUDOU Georges-Kevin,Georges Kevin,NKOUDOU MBIDA,NKOUDOU,1995-02-13,Besiktas JK,TUR,172,2,0
Cameroon,CMR,8,MF,ZAMBO ANGUISSA Andre-Frank,Andre Frank,ZAMBO ANGUISSA,ANGUISSA,1995-11-16,SSC Napoli,ITA,184,43,5
Cameroon,CMR,9,FW,NSAME Jean-Pierre,Jean Pierre Junior,NSAME,NSAME,1993-01-05,BSC Young Boys,SUI,188,4,0
Cameroon,CMR,10,FW,ABOUBAKAR Vincent,Vincent,ABOUBAKAR,ABOUBAKAR,1992-01-22,Al Nassr FC,KSA,176,91,33
Cameroon,CMR,11,FW,BASSOGOG Christian,Christian,MOUGANG BASSOGOG,BASSOGOG,1995-10-18,Shanghai Shenhua FC,CHN,178,43,7
Cameroon,CMR,12,FW,TOKO EKAMBI Karl,Karl Louis-Brillant,TOKO EKAMBI,TOKO EKAMBI,1992-09-14,Olympique Lyon,FRA,183,51,12
Cameroon,CMR,13,FW,CHOUPO-MOTING Eric Maxim,Eric Maxim,CHOUPO-MOTING,CHOUPO-MOTING,1989-03-23,FC Bayern MÃ¼nchen,GER,191,69,19
Cameroon,CMR,14,MF,OUM GOUET Samuel,Samuel Yves,OUM GOUET,OUM,1997-12-14,KV Mechelen,BEL,185,22,0
Cameroon,CMR,15,MF,KUNDE Pierre,Pierre,KUNDE MALONG,KUNDE,1995-07-26,Olympiacos Piraeus FC,GRE,180,32,1
Cameroon,CMR,16,GK,EPASSY Devis,Devis Rogers,EPASSY MBOKA,EPASSY,1993-02-02,Abha Club,KSA,187,5,0
Cameroon,CMR,17,DF,MBAIZO Olivier,Olivier,MBAISSIDARA MBAIZO,MBAIZO,1997-08-15,Philadelphia Union,USA,178,11,0
Cameroon,CMR,18,MF,HONGLA Martin,Martin,HONGLA YMA II,HONGLA,1998-03-16,Hellas Verona FC,ITA,182,19,0
Cameroon,CMR,19,DF,FAI Collins,Ngoran Suiru,FAI COLLINS,FAÍ,1992-08-13,Al Tai FC,KSA,165,52,0
Cameroon,CMR,20,FW,MBEUMO Bryan,Bryan Tetsadong Marceau,MBEUMO,MBEUMO,1999-07-08,Brentford FC,ENG,173,3,0
Cameroon,CMR,21,DF,CASTELLETTO Jean-Charles,Jean-Charles Victor,CASTELLETTO,CASTELLETTO,1995-01-26,FC Nantes,FRA,186,14,0
Cameroon,CMR,22,MF,NTCHAM Olivier,Jules Olivier,NTCHAM,NTCHAM,1996-09-02,Swansea City AFC,WAL,180,3,0
Cameroon,CMR,23,GK,ONANA Andre,Andre,ONANA ONANA,ONANA,1996-02-04,FC Internazionale,ITA,190,33,0
Cameroon,CMR,24,DF,EBOSSE Enzo,Enzo Jacques Rodolphe,EBOSSE,EBOSSE,1999-11-03,Udinese,ITA,185,2,0
Cameroon,CMR,25,DF,TOLO Nouhou,Nouhou,TOLO,NOUHOU,1997-06-23,Seattle Sounders FC,USA,178,18,0
Cameroon,CMR,26,MF,MAROU Souaibou,Souaibou,MAROU,SOUAIBOU,2000-03-12,Coton Sport FC,CMR,180,3,1
Canada,CAN,1,GK,ST. CLAIR Dayne,Dayne Tristan,ST. CLAIR,ST. CLAIR,1997-09-05,Minnesota United FC,USA,191,2,0
Canada,CAN,2,DF,JOHNSTON Alistair,Alistair William,JOHNSTON,JOHNSTON,1998-08-10,CF Montréal,CAN,180,29,1
Canada,CAN,3,DF,ADEKUGBE Sam,Samuel Ayomide,ADEKUGBE,ADEKUGBE,1995-01-16,Hatayspor,TUR,175,33,1
Canada,CAN,4,DF,MILLER Kamal,Kamal Anthony,MILLER,MILLER,1997-05-16,CF Montréal,CAN,183,28,0
Canada,CAN,5,DF,VITORIA Steven,Steven De Sousa,DE SOUSA VITÔRIA,VITÔRIA,1987-11-01,GD Chaves,POR,195,33,4
Canada,CAN,6,MF,PIETTE Samuel,Samuel,PIETTE,PIETTE,1994-12-11,CF Montréal,CAN,171,61,0
Canada,CAN,7,MF,EUSTAQUIO Stephen,Stephen,EUSTÁQUIO,EUSTAQUIO,1996-12-21,FC Porto,POR,178,25,2
Canada,CAN,8,MF,FRASER Liam,Liam Scott,FRASER,FRASER,1998-02-13,KMSR Deinze,BEL,185,14,0
Canada,CAN,9,FW,CAVALLINI Lucas,Lucas Daniel,CAVALLINI,CAVALLINI,1992-12-28,Vancouver Whitecaps FC,CAN,180,30,16
Canada,CAN,10,MF,HOILETT Junior,David Jr Wayne,HOILETT,HOILETT,1990-05-06,Reading FC,ENG,174,46,12
Canada,CAN,11,FW,BUCHANAN Tajon,Tajon Trevor,BUCHANAN,BUCHANAN,1999-08-02,Club Brugge,BEL,183,25,4
Canada,CAN,12,FW,UGBO Ike,Ike Dominique,UGBO,UGBO,1998-09-21,ES Troyes,FRA,185,8,0
Canada,CAN,13,MF,HUTCHINSON Atiba,Atiba,HUTCHINSON,HUTCHINSON,1983-08-02,Besiktas JK,TUR,183,96,9
Canada,CAN,14,MF,KAYE Mark-Anthony,Mark-Anthony,KAYE,KAYE,1994-02-12,Toronto FC,CAN,185,35,2
Canada,CAN,15,MF,KONE Ismael,Ismael Kenneth Jordan,KONE,KONÉ,2002-06-16,CF Montréal,CAN,188,6,1
Canada,CAN,16,GK,PANTEMIS James,James,PANTEMIS,PANTEMIS,1997-02-21,CF Montréal,CAN,185,0,0
Canada,CAN,17,FW,LARIN Cyle,Cyle Christopher,LARIN,LARIN,1995-04-17,Club Brugge,BEL,188,53,24
Canada,CAN,18,GK,BORJAN Milan,Milan,BORJAN,BORJAN,1987-10-23,FK Crvena Zvezda,SRB,195,63,0
Canada,CAN,19,FW,DAVIES Alphonso,Alphonso Boyle,DAVIES,DAVIES,2000-02-11,FC Bayern MÃ¼nchen,GER,183,32,10
Canada,CAN,20,FW,DAVID Jonathan,Jonathan Christian,DAVID,J. DAVID,2000-01-14,Lille OSC,FRA,175,33,19
Canada,CAN,21,MF,OSORIO Jonathan,Jonathan,OSORIO,OSORIO,1992-12-06,Toronto FC,CAN,175,53,6
Canada,CAN,22,DF,LARYEA Richie,Richmond Mamah,LARYEA,LARYEA,1995-07-01,Toronto FC,CAN,175,33,1
Canada,CAN,23,MF,MILLAR Liam,Liam Alan,MILLAR,MILLAR,1999-09-27,FC Basel,SUI,176,15,0
Canada,CAN,24,MF,WOTHERSPOON David,David Wallace,WOTHERSPOON,WOTHERSPOON,1990-01-16,St Johnstone FC,SCO,172,10,1
Canada,CAN,25,DF,CORNELIUS Derek,Derek Austin,CORNELIUS,CORNELIUS,1997-11-25,Panetolikos FC,GRE,186,12,0
Canada,CAN,26,DF,WATERMAN Joel,Joel Robert,WATERMAN,WATERMAN,1996-01-24,CF Montréal,CAN,185,2,0
Costa Rica,CRC,1,GK,NAVAS Keylor,Keilor Antonio,NAVAS GAMBOA,K. NAVAS,1986-12-15,Paris Saint-Germain FC,FRA,185,106,0
Costa Rica,CRC,2,MF,CHACON Daniel,Daniel Alonso,CHACÓN SALAS,D. CHACÓN,2001-11-04,Colorado Rapids,USA,183,9,0
Costa Rica,CRC,3,DF,VARGAS Juan Pablo,Juan Pablo,VARGAS CAMPOS,J. VARGAS,1995-06-06,Millonarios FC,COL,192,12,1
Costa Rica,CRC,4,DF,FULLER Keysher,Keysher,FULLER SPENCE,K. FULLER,1994-12-07,CS Herediano,CRC,183,29,2
Costa Rica,CRC,5,MF,BORGES Celso,Celso,BORGES MORA,C. BORGES,1988-05-27,LD Alajuelense,CRC,182,152,25
Costa Rica,CRC,6,DF,DUARTE Oscar,Oscar Esau,DUARTE GAITAN,O. DUARTE,1989-03-06,Al Wehda FC,KSA,186,70,4
