Country,ShortName,Jersey,Position,PLAYER,Name,LastName,NameOnShirt,BirhtDate,CLUB,ClubCountry,HEIGHT,Apperances,GOALS
Costa Rica,CRC,7,FW,CONTRERAS Anthony,Anthony Daniel,CONTRERAS ENRÍQUEZ,A. CONTRERAS,2000-01-29,CS Herediano,CRC,180,8,2
Costa Rica,CRC,8,DF,OVIEDO Bryan,Bryan Josué,OVIEDO JIMÉNEZ,B. OVIEDO,1990-02-18,Real Salt Lake,USA,172,75,2
Costa Rica,CRC,9,MF,BENNETTE Jewison,Jewison Francisco,BENNETTE VILLEGAS,J. BENNETTE,2004-06-15,Sunderland AFC,ENG,173,7,2
Costa Rica,CRC,10,MF,RUIZ Bryan,Bryan Jafet,RUIZ GONZÁLEZ,BRYAN,1985-08-18,LD Alajuelense,CRC,187,144,29
Costa Rica,CRC,11,FW,VENEGAS Johan,Johan Alberto,VENEGAS ULLOA,JOHAN,1988-11-27,LD Alajuelense,CRC,183,80,11
Costa Rica,CRC,12,FW,CAMPBELL Joel,Joel Nathaniel,CAMPBELL SAMUELS,J. CAMPBELL,1992-06-26,Club León,MEX,178,117,23
Costa Rica,CRC,13,MF,TORRES Gerson,Gerson,TORRES BARRANTES,G. TORRES,1997-08-28,CS Herediano,CRC,176,12,1
Costa Rica,CRC,14,MF,SALAS Youstin,Youstin Delfin,SALAS GOMEZ,Y. SALAS,1996-06-17,Deportivo Saprissa,CRC,173,4,0
Costa Rica,CRC,15,DF,CALVO Francisco,Francisco Javier,CALVO QUESADA,F. CALVO,1992-08-07,Konyaspor,TUR,180,72,7
Costa Rica,CRC,16,DF,MARTINEZ Carlos,Carlos Manuel,MARTÍNEZ CASTRO,C. MARTÍNEZ,1999-03-30,AD San Carlos,CRC,176,6,0
Costa Rica,CRC,17,MF,TEJEDA Yeltsin,Yeltsin Ignacio,TEJEDA VALVERDE,Y. TEJEDA,1992-03-17,CS Herediano,CRC,179,71,0
Costa Rica,CRC,18,GK,ALVARADO Esteban,Esteban,ALVARADO BROWN,E. ALVARADO,1989-04-28,CS Herediano,CRC,193,25,0
Costa Rica,CRC,19,DF,WASTON Kendall,Kendall Jamaal,WASTON MANLEY,K. WASTON,1988-01-01,Deportivo Saprissa,CRC,196,62,9
Costa Rica,CRC,20,MF,AGUILERA Brandon,Brandon,AGUILERA ZAMORA,B. AGUILERA,2003-06-28,AD Guanacasteca,CRC,179,5,0
Costa Rica,CRC,21,MF,LOPEZ Douglas,Douglas Andrey,LÓPEZ ARAYA,D. LÓPEZ,1998-09-21,CS Herediano,CRC,180,3,0
Costa Rica,CRC,22,DF,MATARRITA Ronald,Ronald Alberto,MATARRITA ULATE,R. MATARRITA,1994-09-07,FC Cincinnatti,USA,175,51,3
Costa Rica,CRC,23,GK,SEQUEIRA Patrick,Patrick Gilmar,SEQUEIRA MEJIAS,P. SEQUEIRA,1999-01-03,CD Lugo,ESP,190,2,0
Costa Rica,CRC,24,MF,WILSON Roan,Roan Roberto,WILSON GORDON,R. WILSON,2002-01-05,AD Municipal Grecia,CRC,184,3,0
Costa Rica,CRC,25,MF,HERNANDEZ Anthony,Anthony William,HERNÁNDEZ GONZÁLEZ,A. HERNÁNDEZ,2001-11-10,Puntarenas FC,CRC,179,3,1
Costa Rica,CRC,26,MF,ZAMORA Alvaro,Alvaro José,ZAMORA MATA,A. ZAMORA,2002-09-03,Deportivo Saprissa,CRC,180,3,0
Croatia,CRO,1,GK,LIVAKOVIC Dominik,Dominik,LIVAKOVIC,LIVAKOVIC,1995-09-01,GNK Dinamo Zagreb,CRO,188,34,0
Croatia,CRO,2,DF,STANISIC Josip,Josip,STANISIC,STANISIC,2000-02-04,FC Bayern MÃ¼nchen,GER,186,7,0
Croatia,CRO,3,DF,BARISIC Borna,Borna,BARISIC,BARISIC,1992-10-11,Rangers FC,SCO,186,28,1
Croatia,CRO,4,FW,PERISIC Ivan,Ivan,PERISIC,PERISIC,1989-02-02,Tottenham Hotspur FC,ENG,187,116,32
Croatia,CRO,5,DF,ERLIC Martin,Martin,ERLIC,ERLIC,1998-01-24,US Sassuolo,ITA,192,4,0
Croatia,CRO,6,DF,LOVREN Dejan,Dejan,LOVREN,LOVREN,1989-05-07,FC Zenit St. Petersburg,RUS,188,72,5
Croatia,CRO,7,MF,MAJER Lovro,Lovro,MAJER,MAJER,1998-01-17,Stade Rennais FC,FRA,178,11,3
Croatia,CRO,8,MF,KOVACIC Mateo,Mateo,KOVACIC,KOVACIC,1994-06-05,Chelsea FC,ENG,177,84,3
Croatia,CRO,9,FW,KRAMARIC Andrej,Andrej,KRAMARIC,KRAMARIC,1991-06-19,TSG 1899 Hoffenheim,GER,177,74,20
Croatia,CRO,10,MF,MODRIC Luka,Luka,MODRIC,MODRIC,1985-09-09,Real Madrid CF,ESP,172,155,23
Croatia,CRO,11,MF,BROZOVIC Marcelo,Marcelo,BROZOVIC,BROZOVIC,1992-11-16,FC Internazionale,ITA,181,77,7
Croatia,CRO,12,GK,GRBIC Ivo,Ivo,GRBIC,GRBIC,1996-01-18,CA Atlético Madrid,ESP,195,2,0
Croatia,CRO,13,MF,VLASIC Nikola,Nikola,VLASIC,VLASIC,1997-04-10,Torino FC,ITA,178,42,7
Croatia,CRO,14,FW,LIVAJA Marko,Marko,LIVAJA,LIVAJA,1993-08-26,HNK Hajduk Split,CRO,182,14,3
Croatia,CRO,15,MF,PASALIC Mario,Mario,PASALIC,PASALIC,1995-09-02,Atalanta Bergamo,ITA,189,43,7
Croatia,CRO,16,FW,PETKOVIC Bruno,Bruno,PETKOVIC,PETKOVIC,1994-09-16,GNK Dinamo Zagreb,CRO,193,23,6
Croatia,CRO,17,FW,BUDIMIR Ante,Ante,BUDIMIR,BUDIMIR,1991-07-22,CA Osasuna,ESP,190,15,1
Croatia,CRO,18,FW,ORSIC Mislav,Mislav,ORSIC,ORSIC,1992-12-29,GNK Dinamo Zagreb,CRO,179,21,1
Croatia,CRO,19,DF,SOSA Borna,Borna,SOSA,SOSA,1998-01-21,VfB Stuttgart,GER,187,8,1
Croatia,CRO,20,DF,GVARDIOL Josko,JoÅ¡ko,GVARDIOL,GVARDIOL,2002-01-23,RB Leipzig,GER,185,12,1
Croatia,CRO,21,DF,VIDA Domagoj,Domagoj,VIDA,VIDA,1989-04-29,AEK Athens,GRE,184,100,4
Croatia,CRO,22,DF,JURANOVIC Josip,Josip,JURANOVIC,JURANOVIC,1995-08-16,Celtic FC,SCO,173,21,0
Croatia,CRO,23,GK,IVUSIC Ivica,Ivica,IVUSIC,IVUSIC,1995-01-02,NK Osijek,CRO,195,5,0
Croatia,CRO,24,DF,SUTALO Josip,Josip,SUTALO,SUTALO,2000-02-28,GNK Dinamo Zagreb,CRO,190,3,0
Croatia,CRO,25,MF,SUCIC Luka,Luka,SUCIC,SUCIC,2002-08-09,FC Red Bull Salzburg,AUT,185,4,0
Croatia,CRO,26,MF,JAKIC Kristijan,Kristijan,JAKIC,JAKIC,1997-05-14,Eintracht Frankfurt,GER,181,4,0
Denmark,DEN,1,GK,SCHMEICHEL Kasper,Kasper Peter,SCHMEICHEL,SCHMEICHEL,1986-05-11,OGC Nice,FRA,190,86,0
Denmark,DEN,2,DF,ANDERSEN Joachim,Joachim Christian,ANDERSEN,ANDERSEN,1996-05-31,Crystal Palace FC,ENG,192,19,0
Denmark,DEN,3,DF,NELSSON Victor,Victor Enok,NELSSON,NELSSON,1998-10-14,Galatasaray SK,TUR,185,7,0
Denmark,DEN,4,DF,KJAER Simon,Simon Thorup,KJAER,KJAER,1989-03-26,AC Milan,ITA,191,121,5
Denmark,DEN,5,DF,MAEHLE Joakim,Joakim MÃ¦hle,PEDERSEN,MAEHLE,1997-05-20,Atalanta Bergamo,ITA,185,31,9
Denmark,DEN,6,DF,CHRISTENSEN Andreas,Andreas BÃ¸dtker,CHRISTENSEN,A. CHRISTENSEN,1996-10-04,FC Barcelona,ESP,192,58,2
Denmark,DEN,7,MF,JENSEN Mathias,Mathias,JENSEN,JENSEN,1996-01-01,Brentford FC,ENG,180,20,1
Denmark,DEN,8,MF,DELANEY Thomas,Thomas Joseph,DELANEY,DELANEY,1991-03-09,Sevilla FC,ESP,180,71,7
Denmark,DEN,9,FW,BRAITHWAITE Martin,Martin Christensen,BRAITHWAITE,BRAITHWAITE,1991-05-06,RCD Espanyol,ESP,180,62,10
Denmark,DEN,10,MF,ERIKSEN Christian,Christian Dannemann,ERIKSEN,ERIKSEN,1992-02-14,Manchester United FC,ENG,181,117,39
Denmark,DEN,11,MF,SKOV OLSEN Andreas,Andreas Skov,OLSEN,SKOV OLSEN,1999-12-29,Club Brugge,BEL,187,23,8
Denmark,DEN,12,FW,DOLBERG Kasper,Kasper Dolberg,RASMUSSEN,DOLBERG,1997-06-10,Sevilla FC,ESP,187,37,11
Denmark,DEN,13,DF,KRISTENSEN Rasmus,Rasmus Nissen,KRISTENSEN,KRISTENSEN,1997-11-07,Leeds United FC,ENG,187,10,0
Denmark,DEN,14,MF,DAMSGAARD Mikkel,Mikkel Krogh,DAMSGAARD,DAMSGAARD,2000-03-07,Brentford FC,ENG,180,18,4
Denmark,DEN,15,MF,NORGAARD Christian,Christian Thers,NORGAARD,NORGAARD,1994-10-03,Brentford FC,ENG,186,17,1
Denmark,DEN,16,GK,CHRISTENSEN Oliver,Oliver,CHRISTENSEN,O. CHRISTENSEN,1999-03-22,Hertha BSC,GER,190,1,0
Denmark,DEN,17,DF,STRYGER LARSEN Jens,Jens Stryger,LARSEN,STRYGER,1991-02-21,Trabzonspor,TUR,182,49,3
Denmark,DEN,18,DF,WASS Daniel,Daniel,WASS,WASS,1989-05-31,BrÃ¸ndby IF,DEN,181,44,1
Denmark,DEN,19,FW,WIND Jonas,Jonas Older,WIND,WIND,1999-07-02,VfL Wolfsburg,GER,190,15,5
Denmark,DEN,20,FW,YURARY POULSEN Yussuf,Yussuf Yurary,POULSEN,YURARY,1994-06-15,RB Leipzig,GER,193,68,11
Denmark,DEN,21,FW,CORNELIUS Andreas,Andreas Evald,CORNELIUS,CORNELIUS,1993-03-16,FC KÃ¸benhavn,DEN,195,41,9
Denmark,DEN,22,GK,RONNOW Frederik,Frederik Riis,RONNOW,RONNOW,1992-04-08,1. FC Union Berlin,GER,190,8,0
Denmark,DEN,23,MF,HOJBJERG Pierre-Emile,Pierre-Emile Kordt,HOJBJERG,HOJBJERG,1995-05-08,Tottenham Hotspur FC,ENG,187,60,5
Denmark,DEN,24,MF,SKOV Robert,Robert,SKOV,SKOV,1996-05-20,TSG 1899 Hoffenheim,GER,183,11,5
Denmark,DEN,25,MF,LINDSTROM Jesper,Jesper GrÃ¦nge,LINDSTROM,LINDSTROM,2000-02-29,Eintracht Frankfurt,GER,182,6,1
Denmark,DEN,26,DF,BAH Alexander,Alexander Hartmann,BAH,BAH,1997-09-12,SL Benfica,POR,183,4,1
Ecuador,ECU,1,GK,GALINDEZ Hernan,Hernan Ismael,GALINDEZ,GALINDEZ,1987-03-30,SD Aucas,ECU,189,13,0
Ecuador,ECU,2,DF,TORRES Felix,Felix Eduardo,TORRES CAICEDO,TORRES,1997-11-01,Club Santos Laguna,MEX,187,18,2
Ecuador,ECU,3,DF,HINCAPIE Piero,Piero Martin,HINCAPIE REYNA,HINCAPIE,2002-09-01,Bayer 04 Leverkusen,GER,183,22,1
Ecuador,ECU,4,DF,ARBOLEDA Robert,Robert Abel,ARBOLEDA ESCOBAR,ARBOLEDA,1991-10-22,Sao Paulo FC,BRA,189,33,2
Ecuador,ECU,5,MF,CIFUENTES Jose,Jose Adoni,CIFUENTES CHARCOPA,CIFUENTES,1999-12-03,Los Angeles FC,USA,178,12,0
Ecuador,ECU,6,DF,PACHO William,William Joel,PACHO TENORIO,PACHO,2001-10-16,Royal Antwerp FC,BEL,188,0,0
Ecuador,ECU,7,DF,ESTUPINAN Pervis,Pervis Josue,ESTUPIÑÁN TENORIO,ESTUPIÑAN,1998-01-21,Brighton & Hove Albion FC,ENG,175,29,3
Ecuador,ECU,8,MF,GRUEZO Carlos,Carlos Armando,GRUEZO ARVOLEDA,GRUEZO,1995-04-19,FC Augsburg,GER,172,46,1
Ecuador,ECU,9,MF,PRECIADO Ayrton,Eduar Ayrton,PRECIADO GARCIA,A. PRECIADO,1994-07-17,Club Santos Laguna,MEX,181,27,3
Ecuador,ECU,10,MF,IBARRA Romario,Romario Andres,IBARRA MINA,IBARRA,1994-09-24,CF Pachuca,MEX,175,26,3
Ecuador,ECU,11,FW,ESTRADA Michael,Michael Steveen,ESTRADA MARTÍNEZ,ESTRADA,1996-07-04,Cruz Azul,MEX,187,37,8
Ecuador,ECU,12,GK,RAMIREZ Moises,Wellington Moises,RAMÍREZ PRECIADO,RAMIREZ,2000-09-09,Independiente Del Valle,ECU,185,2,0
Ecuador,ECU,13,FW,VALENCIA Enner,Enner Remberto,VALENCIA LASTRA,E. VALENCIA,1989-04-11,Fenerbahce SK,TUR,177,75,37
Ecuador,ECU,14,DF,ARREAGA Xavier,Xavier Ricardo,ARREAGA BERMELLO,ARREAGA,1994-09-28,Seattle Sounders FC,USA,184,18,1
Ecuador,ECU,15,MF,MENA Angel,Angel Israel,MENA DELGADO,MENA,1988-01-21,Club León,MEX,168,46,7
Ecuador,ECU,16,MF,SARMIENTO Jeremy,Jeremy Leonel,SARMIENTO MORANTE,SARMIENTO,2002-06-16,Brighton & Hove Albion FC,ENG,178,10,0
Ecuador,ECU,17,DF,PRECIADO Angelo,Angelo Smit,PRECIADO QUIÑONEZ,PRECIADO,1998-02-18,KRC Genk,BEL,174,26,0
Ecuador,ECU,18,DF,PALACIOS Diego,Diego Jose,PALACIOS ESPINOZA,PALACIOS,1999-12-07,Los Angeles FC,USA,169,12,0
Ecuador,ECU,19,MF,PLATA Gonzalo,Gonzalo Jordy,PLATA JIMENEZ,PLATA,2000-01-11,Real Valladolid CF,ESP,178,31,5
Ecuador,ECU,20,MF,MENDEZ Jhegson,Jhegson Sebastián,MÉNDEZ CARABALÍ,MENDEZ,1997-04-26,Los Angeles FC,USA,175,33,0
Ecuador,ECU,21,MF,FRANCO Alan,Alan Steven,FRANCO PALMA,FRANCO,1998-08-21,CA Talleres,ARG,175,26,1
Ecuador,ECU,22,GK,DOMINGUEZ Alexander,Alexander,DOMINGUEZ CARABALI,DOMINGUEZ,1987-05-06,LDU Quito,ECU,195,68,0
Ecuador,ECU,23,MF,CAICEDO Moises,Moises Isaac,CAICEDO COROZO,M. CAICEDO,2001-02-11,Brighton & Hove Albion FC,ENG,178,26,2
Ecuador,ECU,24,FW,REASCO Djorkaeff,Djorkaeff Neicer,REASCO GONZALEZ,REASCO,1999-01-18,CA Newells Old Boys,ARG,172,4,0
Ecuador,ECU,25,DF,POROZO Jackson,Jackson Gabriel,POROZO VERNAZA,POROZO,2000-04-08,ES Troyes,FRA,191,5,0
Ecuador,ECU,26,FW,RODRIGUEZ Kevin,Kevin Jose,RODRIGUEZ CORTEZ,RODRIGUEZ,2000-04-03,Imbabura SC,ECU,190,2,0
England,ENG,1,GK,PICKFORD Jordan,Jordan Lee,PICKFORD,PICKFORD,1994-07-03,Everton FC,ENG,185,45,0
England,ENG,2,DF,WALKER Kyle,Kyle Andrew,WALKER,WALKER,1990-05-28,Manchester City FC,ENG,178,70,0
England,ENG,3,DF,SHAW Luke,Luke Paul,SHAW,SHAW,1995-12-07,Manchester United FC,ENG,185,23,3
England,ENG,4,MF,RICE Declan,Declan,RICE,RICE,1999-01-14,West Ham United FC,ENG,185,34,2
England,ENG,5,DF,STONES John,John,STONES,STONES,1994-05-28,Manchester City FC,ENG,188,59,3
England,ENG,6,DF,MAGUIRE Harry,Harry Jacob,MAGUIRE,MAGUIRE,1993-05-03,Manchester United FC,ENG,193,48,7
England,ENG,7,FW,GREALISH Jack,Jack Peter,GREALISH,GREALISH,1995-10-09,Manchester City FC,ENG,175,24,1
England,ENG,8,MF,HENDERSON Jordan,Jordan Brian,HENDERSON,HENDERSON,1990-06-17,Liverpool FC,ENG,183,70,2
England,ENG,9,FW,KANE Harry,Harry Edward,KANE,KANE,1993-07-28,Tottenham Hotspur FC,ENG,188,75,51
England,ENG,10,FW,STERLING Raheem,Raheem,STERLING,STERLING,1994-08-12,Chelsea FC,ENG,170,79,19
England,ENG,11,FW,RASHFORD Marcus,Marcus,RASHFORD,RASHFORD,1997-10-31,Manchester United FC,ENG,180,46,12
England,ENG,12,DF,TRIPPIER Kieran,Kieran John,TRIPPIER,TRIPPIER,1990-09-19,Newcastle United FC,ENG,178,37,1
England,ENG,13,GK,POPE Nick,Nicholas David,POPE,POPE,1992-04-19,Newcastle United FC,ENG,191,10,0
England,ENG,14,MF,PHILLIPS Kalvin,Kalvin Mark,PHILLIPS,PHILLIPS,1995-02-12,Manchester City FC,ENG,178,23,0
England,ENG,15,DF,DIER Eric,Eric Jeremy Edgar,DIER,DIER,1994-01-15,Tottenham Hotspur FC,ENG,188,47,3
England,ENG,16,DF,COADY Conor,Conor David,COADY,COADY,1993-02-25,Everton FC,ENG,184,10,1
England,ENG,17,FW,SAKA Bukayo,Bukayo Ayoyinka,SAKA,SAKA,2001-05-09,Arsenal FC,ENG,178,20,4
England,ENG,18,DF,ALEXANDER-ARNOLD Trent,Trent John,ALEXANDER-ARNOLD,ALEXANDER-ARNOLD,1998-07-10,Liverpool FC,ENG,175,17,1
England,ENG,19,MF,MOUNT Mason,Mason Tony,MOUNT,MOUNT,1999-10-01,Chelsea FC,ENG,180,32,5
England,ENG,20,MF,FODEN Phil,Philip Walter,FODEN,FODEN,2000-05-28,Manchester City FC,ENG,180,18,2
England,ENG,21,DF,WHITE Ben,Benjamin William,WHITE,WHITE,1997-08-10,Arsenal FC,ENG,186,4,0
England,ENG,22,MF,BELLINGHAM Jude,Jude Victor William,BELLINGHAM,BELLINGHAM,2003-06-29,Borussia Dortmund,GER,186,17,0
England,ENG,23,GK,RAMSDALE Aaron,Aaron Christopher,RAMSDALE,RAMSDALE,1998-05-14,Arsenal FC,ENG,188,3,0
England,ENG,24,FW,WILSON Callum,Callum Eddie Graham,WILSON,WILSON,1992-02-27,Newcastle United FC,ENG,180,4,1
England,ENG,25,MF,MADDISON James,James,MADDISON,MADDISON,1996-11-23,Leicester City FC,ENG,175,1,0
England,ENG,26,MF,GALLAGHER Conor,Conor John,GALLAGHER,GALLAGHER,2000-06-02,Chelsea FC,ENG,183,4,0
France,FRA,1,GK,LLORIS Hugo,Hugo Hadrien Dominique,LLORIS,LLORIS,1986-12-26,Tottenham Hotspur FC,ENG,188,139,0
France,FRA,2,DF,PAVARD Benjamin,Benjamin Jaques Marcel,PAVARD,PAVARD,1996-03-28,FC Bayern MÃ¼nchen,GER,186,46,2
France,FRA,3,DF,DISASI Axel,Axel Wilson Arthur,DISASI MHAKINIS BELHO,DISASI,1998-11-03,AS Monaco,FRA,190,0,0
France,FRA,4,DF,VARANE Raphael,RaphaÃ«l Xavier,VARANE,VARANE,1993-04-25,Manchester United FC,ENG,191,87,5
France,FRA,5,DF,KOUNDE Jules,Jules Olivier,KOUNDE,KOUNDE,1998-12-11,FC Barcelona,ESP,178,12,0
France,FRA,6,MF,GUENDOUZI Matteo,Mattéo Elias Kenzo,GUENDOUZI OLIE,GUENDOUZI,1999-04-14,Olympique Marseille,FRA,184,6,1
France,FRA,7,FW,GRIEZMANN Antoine,Antoine,GRIEZMANN,GRIEZMANN,1991-03-21,CA Atlético Madrid,ESP,173,110,42
France,FRA,8,MF,TCHOUAMENI Aurelien,Aurélien Djani,TCHOUAMENI,TCHOUAMENI,2000-01-27,Real Madrid CF,ESP,187,14,1
France,FRA,9,FW,GIROUD Olivier,Olivier Jonathan,GIROUD,GIROUD,1986-09-30,AC Milan,ITA,193,114,49
France,FRA,10,FW,MBAPPE Kylian,Kylian,MBAPPE LOTTIN,MBAPPE,1998-12-20,Paris Saint-Germain FC,FRA,178,59,28
France,FRA,11,FW,DEMBELE Ousmane,Masour Ousmane,DEMBELE,DEMBELE,1997-05-15,FC Barcelona,ESP,178,28,4
France,FRA,12,FW,KOLO MUANI Randal,Randal,KOLO MUANI,KOLO MUANI,1998-05-12,Eintracht Frankfurt,GER,187,2,0
France,FRA,13,DF,FOFANA Youssouf,Youssouf,FOFANA,FOFANA,1999-10-01,AS Monaco,FRA,178,2,0
France,FRA,14,MF,RABIOT Adrien,Adrien Thibault Marie,RABIOT,RABIOT,1995-03-04,Juventus FC,ITA,191,29,2
France,FRA,15,MF,VERETOUT Jordan,Jordan Marcel Gilbert,VERETOUT,VERETOUT,1993-01-03,Olympique Marseille,FRA,177,5,0
France,FRA,16,GK,MANDANDA Steve,Steve,MANDANDA MPIDI,MANDANDA,1985-03-28,Stade Rennais FC,FRA,187,34,0
France,FRA,17,DF,SALIBA William,William Alain André Gabriel,SALIBA,SALIBA,2001-03-24,Arsenal FC,ENG,192,7,0
France,FRA,18,DF,UPAMECANO Dayot,Dayotchanculle Oswald,UPAMECANO,UPAMECANO,1998-10-27,FC Bayern MÃ¼nchen,GER,186,7,1
France,FRA,19,FW,BENZEMA Karim,Karim Mostafa,BENZEMA,BENZEMA,1987-12-19,Real Madrid CF,ESP,187,97,37
France,FRA,20,FW,COMAN Kingsley,Kingsley Junior,COMAN,COMAN,1996-06-13,FC Bayern MÃ¼nchen,GER,180,40,5
France,FRA,21,DF,HERNANDEZ Lucas,Lucas Francois Bernard,HERNANDEZ,L. HERNANDEZ,1996-02-14,FC Bayern MÃ¼nchen,GER,184,32,0
France,FRA,22,DF,HERNANDEZ Theo,Théo Bernard FranÃ§ois,HERNANDEZ,T. HERNANDEZ,1997-06-10,AC Milan,ITA,184,7,1
France,FRA,23,GK,AREOLA Alphonse,Alphonse Francis,AREOLA,AREOLA,1993-02-27,West Ham United FC,ENG,195,5,0
France,FRA,24,DF,KONATE Ibrahima,Ibrahima,KONATÉ,KONATE,1999-05-25,Liverpool FC,ENG,194,2,0
France,FRA,25,MF,CAMAVINGA Eduardo,Eduardo Celmi,CAMAVINGA,CAMAVINGA,2002-10-11,Real Madrid CF,ESP,182,4,1
France,FRA,26,FW,THURAM Marcus,Marcus Lilian,THURAM-ULIEN,THURAM,1997-06-08,VfL Borussia MÃ¶nchengladbach,GER,192,2,0
Germany,GER,1,GK,NEUER Manuel,Manuel Peter,NEUER,NEUER,1986-03-27,FC Bayern MÃ¼nchen,GER,193,114,0
Germany,GER,2,DF,RUEDIGER Antonio,Antonio,RÜDIGER,RÜDIGER,1993-03-03,Real Madrid CF,ESP,190,54,2
Germany,GER,3,DF,RAUM David,David,RAUM,RAUM,1998-04-22,RB Leipzig,GER,180,12,0
Germany,GER,4,DF,GINTER Matthias,Matthias Lukas,GINTER,GINTER,1994-01-19,SC Freiburg,GER,189,47,2
Germany,GER,5,DF,KEHRER Thilo,Jan Thilo,KEHRER,KEHRER,1996-09-21,West Ham United FC,ENG,186,23,0
Germany,GER,6,MF,KIMMICH Joshua,Joshua Walter,KIMMICH,KIMMICH,1995-08-02,FC Bayern MÃ¼nchen,GER,177,71,5
Germany,GER,7,FW,HAVERTZ Kai,Kai Lukas,HAVERTZ,HAVERTZ,1999-11-06,Chelsea FC,ENG,190,31,10
Germany,GER,8,MF,GORETZKA Leon,Leon Christoph,GORETZKA,GORETZKA,1995-06-02,FC Bayern MÃ¼nchen,GER,189,45,14
Germany,GER,9,FW,FUELLKRUG Niclas,Niclas,FÜLLKRUG,FÜLLKRUG,1993-09-02,SV Werder Bremen,GER,188,1,1
Germany,GER,10,FW,GNABRY Serge,Serge David,GNABRY,GNABRY,1995-07-14,FC Bayern MÃ¼nchen,GER,176,36,20
Germany,GER,11,MF,GOETZE Mario,Mario,GÃ–TZE,GÃ–TZE,1992-03-06,Eintracht Frankfurt,GER,176,63,17
Germany,GER,12,GK,TRAPP Kevin,Kevin Christian,TRAPP,TRAPP,1990-08-07,Eintracht Frankfurt,GER,189,6,0
